cmax,tmax,auc_last,auc_inf,lambda_z,half_life,lambda_z_r2,lambda_z_n_points,aumc_inf,mrt,clearance_f,vz_f
2.5452,1.5,22.868562500000003,23.575949555865257,0.1556432211857894,4.453436360922805,0.999921989699114,3,177.70715994640378,7.537645918579494,4.241610704291733,27.252139039377592
